,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
4108,negative,@united ...she said she would need to get a supervisor. while waiting for the supervisor she hung up on me.,2015-02-19 02:13:36 -0800,Rhode Island,-1,"[1, 0, 0]"
4109,positive,@jetblue ugh always know a way to my heart 😘🙌,2015-02-19 21:17:50 -0800,manhattan. ,1,"[0, 0, 1]"
4110,negative,@united but your system gave my seat away.now i'm 27l economy! not econ + seat. how did you give my plus seat away?,2015-02-21 13:51:51 -0800,,-1,"[1, 0, 0]"
4111,positive,@usairways customer service at its finest,2015-02-17 10:42:07 -0800,East Coast,1,"[0, 0, 1]"
4112,positive,@southwestair your employees were great!,2015-02-17 13:02:21 -0800,"Washington, DC",1,"[0, 0, 1]"
4113,positive,@southwestair thanks!! we will see what happens!!,2015-02-17 18:48:17 -0800,,1,"[0, 0, 1]"
4114,neutral,@virginamerica you should still develop an app - then you will be my favorite airline.,2015-02-18 12:48:46 -0800,CT,0,"[0, 1, 0]"
4115,positive,@united appreciate the sentiment and you were able to get me off the ground;still missed connection,2015-02-20 10:46:16 -0800,South Texas,1,"[0, 0, 1]"
4116,neutral,@united please update what is going to happen to passengers now that flt ua14 has been cancelled flightled,2015-02-21 17:30:19 -0800,,0,"[0, 1, 0]"
4117,positive,@jetblue gr8 #mint crew on #flight 123 to #lax they're #mintalicious #truebluelove #shelleyandmarcrock #travel #air,2015-02-20 07:49:13 -0800,"New York, NY",1,"[0, 0, 1]"
4118,negative,@united if united loses your baggage they will get it to the airport in the country your in and then it disappears!,2015-02-22 06:29:47 -0800,,-1,"[1, 0, 0]"
4119,positive,@usairways — i had exceptional service on flight #403 from ind to phx!!,2015-02-17 10:22:47 -0800,"Lima, OH",1,"[0, 0, 1]"
4120,negative,@united i have and been denied! i called and got hung up on. did speaks with manager on second call,2015-02-19 13:47:23 -0800,PA,-1,"[1, 0, 0]"
4121,positive,so relieved i'm flying @jetblue after listening to everyone at the neighboring gate bitch about spirit. my airline's better than yours.,2015-02-23 14:13:12 -0800,Somewhere,1,"[0, 0, 1]"
4122,neutral,"@jetblue is your partnership with hawaiian live? earn hawaiian miles flying jetblue ? if so, how do i add @hawaiianair to my jb flight booking problems ?",2015-02-22 13:07:42 -0800,New York City,0,"[0, 1, 0]"
4123,positive,@jetblue thanks!!,2015-02-20 18:46:28 -0800,,1,"[0, 0, 1]"
4124,positive,@americanair fantastic thanks! will try and tweet a photo of the view :),2015-02-24 05:00:13 -0800,Glasgow via Cork,1,"[0, 0, 1]"
4125,neutral,@jetblue what's a good address to send feedback over email?,2015-02-20 09:09:18 -0800,"Boston, USA",0,"[0, 1, 0]"
4126,negative,reply to @united - doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.,2015-02-21 16:35:19 -0800,"Foster City, CA",-1,"[1, 0, 0]"
4127,neutral,@jetblue are we good?,2015-02-17 13:20:38 -0800,"Queens, NY",0,"[0, 1, 0]"
4128,negative,@united blocked me from dm'ing them because they would rather i complain about them in a public forum,2015-02-23 12:54:57 -0800,NJ ,-1,"[1, 0, 0]"
4129,neutral,@jetblue if you have well-priced flights to #oahu - we could be best friends. @vincenzolandino,2015-02-17 14:08:34 -0800,"Wayne, NJ",0,"[0, 1, 0]"
4130,positive,“@virginamerica: @karinslee of course. have fun celebrating!” thanks! happy chinese new year!,2015-02-19 08:48:57 -0800,all over ca,1,"[0, 0, 1]"
4131,negative,"@united at its worse. can't figure how to pack plane, screws up connectns then claims no hotl rooms in san fran for stranded pax. way to go!",2015-02-23 21:27:56 -0800,,-1,"[1, 0, 0]"
4132,neutral,"@usairways if i know i left something on my last flight (as i literally had to run to make my connection), how can i retrieve it please?",2015-02-24 10:29:54 -0800,Wherever Travel Team C sent me,0,"[0, 1, 0]"
4133,positive,@southwestair shhhh i don't want something else to steal our deal😉,2015-02-20 09:42:08 -0800,Kansas City,1,"[0, 0, 1]"
4134,positive,@americanair i found my footage!! :d i am so so happy.,2015-02-23 21:25:43 -0800,Left hand seat in flightdeck,1,"[0, 0, 1]"
4135,negative,@united the bright side would be keeping the promise that was made to me. hope you're having a good night. thanks.,2015-02-23 21:57:37 -0800,"Boulder, CO",-1,"[1, 0, 0]"
4136,negative,@united stay more than 24h traveling ans sleeping on the airports floor,2015-02-22 14:07:40 -0800,,-1,"[1, 0, 0]"
4137,neutral,"@southwestair any idea if there will be any ""spring sales"" soon for travel from late flight august to early september? going from pa to lax.",2015-02-19 12:25:25 -0800,"Williamsport, Pa",0,"[0, 1, 0]"
4138,positive,@southwestair love bridesmaid dancing can't wait for you to fly into puerto vallarta and kick united ass!,2015-02-18 21:31:47 -0800,"Houston, Texas",1,"[0, 0, 1]"
4139,neutral,@united can you please follow for a dm?,2015-02-21 09:47:28 -0800,"Calgary, Canada",0,"[0, 1, 0]"
4140,neutral,@united is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations?,2015-02-18 15:25:12 -0800,"Brooklyn, NY",0,"[0, 1, 0]"
4141,neutral,@jetblue thank you. is there a possibility it will change?,2015-02-17 13:21:49 -0800,Long Island,0,"[0, 1, 0]"
4142,positive,"@usairways waiting on my flight right now, thanks!!",2015-02-24 05:57:27 -0800,#yeahTHATgreenville SC,1,"[0, 0, 1]"
4143,negative,@united i have been given a connection with 2 overnight layovers. no vouchers. last connection not even confirmed.,2015-02-22 07:19:33 -0800,,-1,"[1, 0, 0]"
4144,positive,"@southwestair @imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!",2015-02-18 14:48:26 -0800,"Nashville, TN",1,"[0, 0, 1]"
4145,positive,"@southwestair been with my gf for 2.5yrs, she's from sf &amp; i live in tulsa. swa always takes me there to see my love! #southwestluvsweeps",2015-02-17 12:17:11 -0800,,1,"[0, 0, 1]"
4146,negative,@united you really need a better system for handling cancelled flightled flights http://t.co/3ubcoasyws,2015-02-22 07:59:05 -0800,"Bechtelsville, PA",-1,"[1, 0, 0]"
4147,neutral,@southwestair could you tell me if any upgrades are available on a flight out of stl tomorrow morning.,2015-02-17 09:15:08 -0800,St. Louis,0,"[0, 1, 0]"
4148,neutral,@virginamerica really? sprint? i thought you guys were 'kewl'! 0_0,2015-02-18 16:05:47 -0800,Southern California,0,"[0, 1, 0]"
4149,positive,@jetblue great flight http://t.co/e0r0nto4tr,2015-02-21 13:38:00 -0800,,1,"[0, 0, 1]"
4150,neutral,@jetblue 1951 bos to ord,2015-02-18 11:30:37 -0800,"Boston, MA",0,"[0, 1, 0]"
4151,negative,".@united really? was bumped down from gold status, asked to pay $$ to keep it, and get fewer miles... how is that worth it?",2015-02-22 15:33:22 -0800,,-1,"[1, 0, 0]"
4152,positive,@virginamerica have a great week 🌞✈,2015-02-23 06:51:01 -0800,,1,"[0, 0, 1]"
4153,positive,"@americanair yes, thanks for checking. very cramped, but got on &amp; made it safely. flying back tomorrow at 1pm. http://t.co/csddccmvbd",2015-02-22 19:14:41 -0800,New York | Hong Kong ,1,"[0, 0, 1]"
4154,neutral,@southwestair i think me and my group could use some nice cold drinks once we get in the air...we are all over 21 😜😎,2015-02-19 04:25:45 -0800,,0,"[0, 1, 0]"
4155,positive,@united would love help getting there today. in #ewr now. will take any airline and connections. thx,2015-02-23 09:16:51 -0800,"Burlington, Vermont",1,"[0, 0, 1]"
4156,negative,@virginamerica your no late flight bag check just lost you my business. i missed flight and am apt. three other people on flight had same exp.,2015-02-23 07:51:37 -0800,,-1,"[1, 0, 0]"
4157,positive,@jetblue okay awesome! thank you!,2015-02-19 07:03:40 -0800,,1,"[0, 0, 1]"
4158,negative,"@united again i ask, who can i call to get this fixed? tweeting me bs questions to stall only makes things worse. phone number please.",2015-02-23 20:34:16 -0800,,-1,"[1, 0, 0]"
4159,negative,@united ph the pat answers are bs. after i was denied boarding it sat at the gate until 9:05! your employees totally suck.,2015-02-22 22:11:27 -0800,,-1,"[1, 0, 0]"
4160,negative,@united sitting on ual 683 - a comedy of errors.  ual is incompetent,2015-02-22 18:41:51 -0800,,-1,"[1, 0, 0]"
4161,negative,@united been on hold for almost two hours trying to talk to someone about a cancelled flighted flight tomorrow morning. what do you suggest?,2015-02-21 22:23:16 -0800,Kansas,-1,"[1, 0, 0]"
4162,positive,@southwestair thank you!!,2015-02-22 18:44:20 -0800,Pennsylvania,1,"[0, 0, 1]"
4163,negative,"@united it wasn't full, i had plenty of time to go to the gate and check, plus with my status i should have gotten on!?!",2015-02-20 18:50:08 -0800,"Vail, CO",-1,"[1, 0, 0]"
4164,neutral,@jetblue i can't. i don't have acces to a phone rn. my iphone broke. :/ would rather change it now then late flightr.,2015-02-19 13:26:12 -0800,Logan International Airport,0,"[0, 1, 0]"
4165,positive,"@virginamerica love the team running gate e9 at las tonight. waited for a delayed flight, and they kept things entertaining",2015-02-23 00:06:55 -0800,USA,1,"[0, 0, 1]"
4166,negative,@united why don't you allow families with small children to board first anymore? our next flight will be on another airline...,2015-02-21 23:17:56 -0800,,-1,"[1, 0, 0]"
4167,positive,@jetblue my email is my twitter handle followed by gmail ☺👍👍,2015-02-22 11:32:18 -0800,NYC,1,"[0, 0, 1]"
4168,positive,@united is officially my favorite airline. they have created magic for me all day!!! #friendlyskies #careyon,2015-02-18 17:07:18 -0800,NC,1,"[0, 0, 1]"
4169,neutral,@united same day flights,2015-02-22 07:56:35 -0800,"Atlanta, GA",0,"[0, 1, 0]"
4170,neutral,@southwestair yes can do,2015-02-19 09:32:17 -0800,San Francisco,0,"[0, 1, 0]"
4171,neutral,@jetblue i would go to italy to visit my relatives and see the house my dad left when he passed.,2015-02-18 15:32:27 -0800,,0,"[0, 1, 0]"
4172,positive,@jetblue thanks for making my trip home #mintyfresh next #brandmance flight i'll take more selfies! #love #travel #business,2015-02-22 11:01:30 -0800,"New York, NY",1,"[0, 0, 1]"
4173,neutral,@southwestair #destinationdragons id is my favorite band and i met my 2bestfriends thanks to them! it would be life changing to see them!,2015-02-20 06:42:32 -0800,,0,"[0, 1, 0]"
4174,neutral,@southwestair i never got my flight confirmation. i've been on hold for an hour and i can't get info online. what am i to do?,2015-02-21 10:56:27 -0800,"Philadelphia, PA",0,"[0, 1, 0]"
4175,negative,"@virginamerica why cancelled flight flight vx413? one sec its delayed, on my to airport, the next its cancelled flightled?gonna email or call me to reschedule?",2015-02-21 12:18:51 -0800,"New York, NY",-1,"[1, 0, 0]"
4176,positive,@jetblue flight booking problems flights for a dc visit for easter weekend started difficult but ended well with you guys! big fan here. :),2015-02-18 08:57:05 -0800,Boston,1,"[0, 0, 1]"
4177,negative,@united @cheertymedad so i can buy tix 3 days before flight but can't transfer the tix.  flawed security logic. flawed customer service,2015-02-24 11:07:12 -0800,,-1,"[1, 0, 0]"
4178,neutral,@southwestair when are you opening the flights beyond august 7th???,2015-02-18 07:46:17 -0800,Windsor& Los Angeles-Cali Life,0,"[0, 1, 0]"
4179,neutral,@jetblue sent,2015-02-17 18:40:22 -0800,,0,"[0, 1, 0]"
4180,negative,"@united - vacation days: relevant, ritz in pr for the night: $700, losing a day to idiots and sleeping at the newark ramada; #priceless",2015-02-19 06:29:44 -0800,,-1,"[1, 0, 0]"
4181,neutral,"@usairways agree! richard p. literally ripped up our tixs in our faces and made rude, inappropriate comments to us and our family. awful!",2015-02-24 11:38:47 -0800,,0,"[0, 1, 0]"
4182,positive,@united you delayed a connection for customer service today now i'll be able to pay my final respects to a dear family member. thank you :),2015-02-18 00:15:25 -0800,,1,"[0, 0, 1]"
4183,positive,@jetblue a320 pulling into the gate as the sunrises here at @bostonlogan this morning #jetbluesofly #jetblue #airbus http://t.co/jgdu5us8dz,2015-02-24 06:24:14 -0800,"Boston, MA",1,"[0, 0, 1]"
4184,neutral,"@virginamerica many thanks for the follow.
#ourprincess #freyasfund #usa #bandie 
looking for any help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/ujfs9zi6kd",2015-02-19 17:16:21 -0800,freyabevanfund@hotmail.com,0,"[0, 1, 0]"
4185,positive,"@southwestair thanks for replying, i sen't my conf #! i love aviation and southwest and all i wanted for my 18th was to fly swa for the day!",2015-02-18 17:27:34 -0800,"Lake Buena Vista, Florida",1,"[0, 0, 1]"
4186,positive,@united thanks for updating me about the 1+ hour delay the exact second i got to atl. 🙅🙅🙅,2015-02-22 15:43:29 -0800,,1,"[0, 0, 1]"
4187,neutral,@southwestair arrangements to reimburse me for the rental i had to get?,2015-02-23 05:03:55 -0800,"Tallahassee, FL",0,"[0, 1, 0]"
4188,neutral,@southwestair i need some help with a reservation,2015-02-17 20:12:03 -0800,"42.102725,-87.970154",0,"[0, 1, 0]"
4189,negative,"@united i'm grounded in montreal with ua3659. i am missing my connection ua3417 to st. louis. can you help,do you have a private jet for me?",2015-02-24 04:57:30 -0800,,-1,"[1, 0, 0]"
4190,negative,@united the new seats on the canadaair regional jets just plain suck.,2015-02-20 09:57:54 -0800,The Commonwealth of Virginia,-1,"[1, 0, 0]"
4191,positive,"@virginamerica i mean. probably inappropriate while on board.. but, it's on!",2015-02-20 08:06:55 -0800,New York City,1,"[0, 0, 1]"
4192,positive,@jetblue ta off site at #thelodge. should be a fun day. @yeniettelswood @andrewbiga @codycleverly @heidimacey @motherpollock,2015-02-19 06:59:45 -0800,"Salt Lake City, Utah",1,"[0, 0, 1]"
4193,neutral,@united at the gate! iad to rdu,2015-02-23 07:12:26 -0800,syracuse,0,"[0, 1, 0]"
4194,negative,@united your customer service is terrible! stood inline 3 hours no flights and 4 hours late flightr still no bag#disgutedindenver,2015-02-23 16:32:42 -0800,,-1,"[1, 0, 0]"
4195,positive,@jetblue amazingly awesome customer service from your reservation agents tonight. helping correct a mistake. i so love this airline. :),2015-02-18 18:17:45 -0800,,1,"[0, 0, 1]"
4196,neutral,@united #767 taxing in at #ord @fly2ohare @airlinegeeks #avgeek http://t.co/upocmmulun,2015-02-20 18:56:09 -0800,,0,"[0, 1, 0]"
4197,negative,@united - seriously it's 2015?!?!  no wifi on a 5hr flight from cle-sfo #1589.  you're the only airline w/out wifi...and pls no 'unwind' bs.,2015-02-23 10:06:43 -0800,,-1,"[1, 0, 0]"
4198,positive,@americanair thank you for the confirmation.,2015-02-24 10:33:05 -0800,usa::fr::uk,1,"[0, 0, 1]"
4199,negative,@united i think we both have the same status (nothing). i think there was a bug in your search system.,2015-02-19 21:54:20 -0800,"Los Angeles, California",-1,"[1, 0, 0]"
4200,negative,@united you suck!,2015-02-21 21:17:15 -0800,"Wake Forest, NC",-1,"[1, 0, 0]"
4201,neutral,@southwestair i'm on the 110 lol has anyone arrived yet??,2015-02-20 13:10:33 -0800,Dodger Stadium | Disneyland,0,"[0, 1, 0]"
4202,neutral,@united i am on 1528 and my connecting flight is 909,2015-02-19 14:20:01 -0800,Look behind you,0,"[0, 1, 0]"
4203,neutral,why lord why“@jetblue: our fleet's on fleek. http://t.co/nlzs1ehnee”,2015-02-23 12:27:01 -0800, D(MD)V ✈️ NYC ✈️ Germany,0,"[0, 1, 0]"
4204,negative,@united i have no way of making phones calls... need to handle via twitter/email/web. thank you!,2015-02-23 20:09:09 -0800,,-1,"[1, 0, 0]"
4205,negative,@united after 443min of avoidable non-weather delays that #appreciation link better be giving out #goldentickets,2015-02-21 23:52:05 -0800,"Raleigh, NC",-1,"[1, 0, 0]"
4206,positive,@united of course not. the inflight crew was great!,2015-02-20 10:00:54 -0800,"Boston, MA",1,"[0, 0, 1]"
4207,neutral,@southwestair forget wedding fairs. how about discounts for nonprofits? we donate part of our worth every single day,2015-02-23 20:53:41 -0800,California,0,"[0, 1, 0]"
4208,neutral,nice rt @virginamerica: vibe with the moodlight from takeoff to touchdown. #moodlitmonday #sciencebehindtheexperience http://t.co/y7o0unxtqp,2015-02-23 18:46:00 -0800,Worldwide,0,"[0, 1, 0]"
